"smoke","sex","age","edu","weight","height","bmi","sport","marital","region","wkabint","income","ls"
"NO","FEMALE",36,"POST-SECONDARY OR HIGHER",57,164,21.192742415229,"YES","MARRIED","Pomorskie","NO",1500,"PLEASED"
"NO","FEMALE",52,"PRIMARY/NO EDUCATION",65,162,24.7675659198293,"YES","DIVORCED","Podkarpackie","NO",1800,"MIXED"
"NO","FEMALE",63,"SECONDARY",60,162,22.8623685413809,"YES","MARRIED","Podlaskie","NO",2000,"PLEASED"
"YES","MALE",42,"SECONDARY",132,183,39.4159276180238,"YES","SINGLE","Warminsko-mazurskie","NO",780,"MOSTLY DISSATISFIED"
"NO","MALE",65,"VOCATIONAL/GRAMMAR",85,180,26.2345679012346,"YES","MARRIED","Wielkopolskie","NO",1300,"PLEASED"
"NO","FEMALE",92,"PRIMARY/NO EDUCATION",68,170,23.5294117647059,"YES","WIDOWED","Podlaskie","NO",850,"MIXED"
"YES","FEMALE",52,"VOCATIONAL/GRAMMAR",45,158,18.0259573786252,"YES","MARRIED","Pomorskie","NO",NA,"MOSTLY SATISFIED"
"NO","MALE",45,"SECONDARY",103,184,30.4229678638941,"YES","MARRIED","Mazowieckie","NO",2500,"PLEASED"
"NO","FEMALE",18,"VOCATIONAL/GRAMMAR",55,160,21.484375,"NO","SINGLE","Malopolskie","NO",NA,"MOSTLY SATISFIED"
"NO","MALE",38,"VOCATIONAL/GRAMMAR",75,176,24.2122933884298,"YES","MARRIED","Mazowieckie","NO",2200,"PLEASED"
"NO","MALE",57,"VOCATIONAL/GRAMMAR",95,170,32.8719723183391,"YES","MARRIED","Mazowieckie","NO",700,"MOSTLY SATISFIED"
"NO","MALE",42,"SECONDARY",105,189,29.3944738389183,"YES","MARRIED","Malopolskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",24,"SECONDARY",59,164,21.9363474122546,"YES","SINGLE","Kujawsko-pomorskie","NO",NA,"PLEASED"
"NO","FEMALE",74,"PRIMARY/NO EDUCATION",80,160,31.25,"YES","WIDOWED","Mazowieckie","NO",1070,"MOSTLY SATISFIED"
"NO","FEMALE",30,"SECONDARY",75,172,25.3515413737155,"YES","MARRIED","Wielkopolskie","NO",NA,"DELIGHTED"
"NO","MALE",64,"VOCATIONAL/GRAMMAR",72,175,23.5102040816327,"YES","MARRIED","Pomorskie","NO",1500,"MOSTLY SATISFIED"
"NO","FEMALE",57,"VOCATIONAL/GRAMMAR",75,166,27.2173029467267,"YES","MARRIED","Wielkopolskie","NO",-8,"MIXED"
"NO","FEMALE",64,"SECONDARY",80,160,31.25,"NO","SINGLE","Podkarpackie","NO",1260,"MOSTLY SATISFIED"
"NO","FEMALE",24,"SECONDARY",59,171,20.1771485243323,"NO","SINGLE","Warminsko-mazurskie","NO",1050,"MOSTLY SATISFIED"
"NO","MALE",24,"SECONDARY",70,187,20.0177299894192,"YES","SINGLE","Kujawsko-pomorskie","NO",1500,"PLEASED"
"NO","MALE",19,"VOCATIONAL/GRAMMAR",65,180,20.0617283950617,"NO","SINGLE","Podkarpackie","YES",-8,"PLEASED"
"NO","FEMALE",34,"POST-SECONDARY OR HIGHER",62,177,19.7899709534297,"NO","MARRIED","Lubelskie","NO",-8,"PLEASED"
"NO","FEMALE",78,"PRIMARY/NO EDUCATION",70,162,26.6727632982777,"NO","MARRIED","Zachodnio-pomorskie","NO",NA,"PLEASED"
"NO","MALE",55,"SECONDARY",99,172,33.4640346133045,"YES","MARRIED","Lodzkie","NO",2000,"MOSTLY SATISFIED"
"YES","MALE",42,"VOCATIONAL/GRAMMAR",80,180,24.6913580246914,"NO","MARRIED","Zachodnio-pomorskie","NO",3000,"PLEASED"
"NO","MALE",43,"PRIMARY/NO EDUCATION",80,170,27.681660899654,"YES","SINGLE","Podlaskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",75,"SECONDARY",68,158,27.2392244832559,"YES","MARRIED","Mazowieckie","NO",1500,"MOSTLY SATISFIED"
"NO","FEMALE",73,"VOCATIONAL/GRAMMAR",70,158,28.0403781445281,"YES","WIDOWED","Mazowieckie","NO",1200,"PLEASED"
"YES","FEMALE",47,"POST-SECONDARY OR HIGHER",60,169,21.0076677987465,"YES","DIVORCED","Slaskie","NO",2000,"MOSTLY SATISFIED"
"NO","MALE",64,"SECONDARY",71,170,24.5674740484429,"NO","MARRIED","Warminsko-mazurskie","NO",2000,"PLEASED"
"NO","FEMALE",69,"POST-SECONDARY OR HIGHER",66,165,24.2424242424242,"NO","WIDOWED","Lubelskie","NO",1200,"MOSTLY SATISFIED"
"NO","MALE",57,"VOCATIONAL/GRAMMAR",76,164,28.256989886972,"YES","MARRIED","Mazowieckie","NO",360,"MOSTLY SATISFIED"
"NO","MALE",65,"POST-SECONDARY OR HIGHER",82,173,27.3981756824485,"YES","MARRIED","Wielkopolskie","NO",2700,"MIXED"
"NO","FEMALE",81,"POST-SECONDARY OR HIGHER",62,162,23.6244474927602,"NO","MARRIED","Swietokrzyskie","NO",1400,"PLEASED"
"NO","FEMALE",50,"VOCATIONAL/GRAMMAR",85,168,30.1162131519274,"NO","MARRIED","Lubelskie","NO",1280,"MOSTLY SATISFIED"
"NO","MALE",35,"POST-SECONDARY OR HIGHER",70,170,24.2214532871972,"NO","MARRIED","Lubelskie","NO",3500,"DELIGHTED"
"YES","FEMALE",54,"VOCATIONAL/GRAMMAR",55,167,19.7210369679802,"YES","MARRIED","Slaskie","NO",1600,"PLEASED"
"YES","FEMALE",38,"PRIMARY/NO EDUCATION",45,160,17.578125,"YES","MARRIED","Slaskie","NO",NA,"MIXED"
"NO","FEMALE",37,"POST-SECONDARY OR HIGHER",72,160,28.125,"NO","MARRIED","Slaskie","NO",2200,"MIXED"
"NO","MALE",30,"POST-SECONDARY OR HIGHER",82,178,25.8805706350208,"NO","SINGLE","Malopolskie","NO",1800,"MIXED"
"NO","FEMALE",58,"VOCATIONAL/GRAMMAR",84,164,31.2314098750744,"YES","MARRIED","Podkarpackie","NO",900,"PLEASED"
"NO","MALE",60,"SECONDARY",95,178,29.9835879308168,"NO","MARRIED","Malopolskie","NO",1000,"PLEASED"
"NO","MALE",84,"SECONDARY",75,170,25.9515570934256,"YES","WIDOWED","Opolskie","NO",2121,"MOSTLY DISSATISFIED"
"YES","MALE",56,"SECONDARY",72,172,24.3374797187669,"YES","MARRIED","Warminsko-mazurskie","NO",1000,"MOSTLY SATISFIED"
"NO","FEMALE",57,"POST-SECONDARY OR HIGHER",68,158,27.2392244832559,"NO","MARRIED","Mazowieckie","NO",-8,"PLEASED"
"NO","MALE",52,"SECONDARY",75,170,25.9515570934256,"YES","MARRIED","Kujawsko-pomorskie","NO",-8,"PLEASED"
"NO","FEMALE",35,"VOCATIONAL/GRAMMAR",78,168,27.6360544217687,"YES","MARRIED","Kujawsko-pomorskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",62,"PRIMARY/NO EDUCATION",69,176,22.2753099173554,"YES","MARRIED","Wielkopolskie","NO",NA,"PLEASED"
"NO","MALE",63,"PRIMARY/NO EDUCATION",64,165,23.5078053259871,"YES","SINGLE","Mazowieckie","NO",500,"MIXED"
"NO","FEMALE",38,"SECONDARY",70,170,24.2214532871972,"YES","MARRIED","Swietokrzyskie","NO",-8,"MOSTLY DISSATISFIED"
"YES","FEMALE",50,"PRIMARY/NO EDUCATION",70,169,24.5089457652043,"YES","MARRIED","Wielkopolskie","NO",-8,"MIXED"
"YES","MALE",26,"SECONDARY",85,195,22.353714661407,"NO","SINGLE","Pomorskie","NO",-8,"PLEASED"
"YES","FEMALE",42,"VOCATIONAL/GRAMMAR",60,150,26.6666666666667,"YES","DIVORCED","Swietokrzyskie","NO",600,"MOSTLY SATISFIED"
"NO","MALE",21,"SECONDARY",87,180,26.8518518518519,"NO","SINGLE","Wielkopolskie","NO",NA,"PLEASED"
"YES","MALE",46,"VOCATIONAL/GRAMMAR",70,171,23.9389897746315,"YES","MARRIED","Pomorskie","NO",2000,"MIXED"
"NO","MALE",63,"SECONDARY",102,174,33.6900515259612,"YES","MARRIED","Zachodnio-pomorskie","NO",4000,"PLEASED"
"NO","FEMALE",60,"PRIMARY/NO EDUCATION",60,160,23.4375,"YES","MARRIED","Podlaskie","NO",700,"MIXED"
"NO","FEMALE",29,"POST-SECONDARY OR HIGHER",59,167,21.1552942020151,"NO","SINGLE","Podlaskie","NO",2000,"UNHAPPY"
"YES","FEMALE",52,"VOCATIONAL/GRAMMAR",62,160,24.21875,"YES","MARRIED","Kujawsko-pomorskie","NO",250,"MIXED"
"NO","FEMALE",73,"POST-SECONDARY OR HIGHER",50,159,19.7776986669831,"YES","MARRIED","Slaskie","NO",2050,"MOSTLY SATISFIED"
"NO","MALE",48,"VOCATIONAL/GRAMMAR",95,182,28.6801110976935,"YES","MARRIED","Warminsko-mazurskie","NO",-8,"MOSTLY SATISFIED"
"NO","FEMALE",20,"SECONDARY",77,165,28.2828282828283,"NO","SINGLE","Mazowieckie","NO",1000,"MOSTLY SATISFIED"
"NO","MALE",25,"SECONDARY",108,176,34.8657024793388,"YES","SINGLE","Kujawsko-pomorskie","NO",-8,"MOSTLY SATISFIED"
"NO","FEMALE",56,"VOCATIONAL/GRAMMAR",58,156,23.8330046022354,"YES","MARRIED","Dolnoslaskie","NO",1100,"MOSTLY SATISFIED"
"YES","FEMALE",41,"VOCATIONAL/GRAMMAR",75,162,28.5779606767261,"YES","MARRIED","Podkarpackie","NO",1200,"PLEASED"
"NO","MALE",50,"SECONDARY",86,170,29.757785467128,"NO","MARRIED","Pomorskie","NO",1200,"PLEASED"
"NO","FEMALE",52,"VOCATIONAL/GRAMMAR",68,156,27.9421433267587,"NO","WIDOWED","Malopolskie","NO",588,"MOSTLY DISSATISFIED"
"NO","FEMALE",43,"POST-SECONDARY OR HIGHER",55,168,19.4869614512472,"YES","MARRIED","Zachodnio-pomorskie","NO",1800,"PLEASED"
"YES","MALE",47,"POST-SECONDARY OR HIGHER",90,182,27.170631566236,"NO","SINGLE","Pomorskie","NO",6000,"PLEASED"
"NO","FEMALE",32,"POST-SECONDARY OR HIGHER",58,164,21.5645449137418,"YES","MARRIED","Mazowieckie","NO",-8,"DELIGHTED"
"NO","FEMALE",33,"SECONDARY",85,165,31.2213039485767,"YES","MARRIED","Mazowieckie","NO",-8,"PLEASED"
"NO","FEMALE",31,"POST-SECONDARY OR HIGHER",74,160,28.90625,"YES","MARRIED","Zachodnio-pomorskie","NO",NA,"PLEASED"
"YES","FEMALE",37,"POST-SECONDARY OR HIGHER",55,162,20.9571711629325,"NO","MARRIED","Lodzkie","NO",5000,"MOSTLY SATISFIED"
"NO","FEMALE",74,"POST-SECONDARY OR HIGHER",70,165,25.7116620752984,"YES","MARRIED","Mazowieckie","NO",700,"PLEASED"
"NO","MALE",22,"SECONDARY",77,175,25.1428571428571,"NO","SINGLE","Wielkopolskie","NO",NA,"MIXED"
"NO","FEMALE",23,"SECONDARY",54,163,20.3244382551093,"YES","SINGLE","Lodzkie","YES",460,"MOSTLY SATISFIED"
"NO","FEMALE",76,"PRIMARY/NO EDUCATION",60,155,24.9739854318418,"YES","WIDOWED","Mazowieckie","NO",1000,"MIXED"
"YES","MALE",29,"SECONDARY",100,178,31.561671506123,"YES","MARRIED","Swietokrzyskie","YES",1100,"MOSTLY SATISFIED"
"NO","MALE",33,"SECONDARY",100,180,30.8641975308642,"NO","SINGLE","Pomorskie","NO",2800,"MOSTLY SATISFIED"
"NO","MALE",59,"VOCATIONAL/GRAMMAR",118,180,36.4197530864198,"YES","MARRIED","Slaskie","NO",760,"MIXED"
"NO","FEMALE",32,"POST-SECONDARY OR HIGHER",65,168,23.0300453514739,"NO","SINGLE","Lubelskie","NO",-8,"MOSTLY SATISFIED"
"NO","FEMALE",69,"SECONDARY",88,165,32.3232323232323,"YES","MARRIED","Pomorskie","NO",1500,"PLEASED"
"NO","MALE",77,"VOCATIONAL/GRAMMAR",85,165,31.2213039485767,"YES","MARRIED","Pomorskie","NO",1400,"PLEASED"
"YES","MALE",59,"PRIMARY/NO EDUCATION",72,171,24.6229609110496,"YES","MARRIED","Mazowieckie","NO",1500,"MIXED"
"NO","MALE",21,"SECONDARY",70,189,19.5963158926122,"NO","SINGLE","Lubuskie","YES",NA,"PLEASED"
"NO","MALE",60,"VOCATIONAL/GRAMMAR",72,168,25.5102040816327,"YES","MARRIED","Lodzkie","NO",600,"UNHAPPY"
"NO","MALE",65,"PRIMARY/NO EDUCATION",80,153,34.1748899995728,"YES","MARRIED","Slaskie","NO",1500,"MOSTLY SATISFIED"
"NO","FEMALE",92,"PRIMARY/NO EDUCATION",62,158,24.8357634994392,"YES","WIDOWED","Slaskie","NO",1300,"MIXED"
"NO","MALE",51,"VOCATIONAL/GRAMMAR",85,178,26.8274207802045,"YES","MARRIED","Lodzkie","NO",-8,"PLEASED"
"NO","FEMALE",58,"VOCATIONAL/GRAMMAR",83,170,28.719723183391,"YES","MARRIED","Warminsko-mazurskie","NO",-8,"MOSTLY SATISFIED"
"NO","MALE",39,"VOCATIONAL/GRAMMAR",90,180,27.7777777777778,"YES","MARRIED","Malopolskie","NO",3000,"MIXED"
"NO","FEMALE",80,"PRIMARY/NO EDUCATION",60,150,26.6666666666667,"YES","WIDOWED","Podlaskie","NO",1000,"MOSTLY DISSATISFIED"
"NO","MALE",55,"VOCATIONAL/GRAMMAR",82,169,28.7104793249536,"YES","MARRIED","Podkarpackie","NO",700,"MOSTLY SATISFIED"
"YES","FEMALE",53,"VOCATIONAL/GRAMMAR",58,163,21.8299521999323,"YES","MARRIED","Dolnoslaskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",27,"POST-SECONDARY OR HIGHER",75,172,25.3515413737155,"NO","MARRIED","Podkarpackie","NO",1200,"PLEASED"
"NO","MALE",36,"VOCATIONAL/GRAMMAR",100,193,26.8463582914978,"YES","MARRIED","Kujawsko-pomorskie","NO",1000,"PLEASED"
"NO","FEMALE",72,"SECONDARY",58,168,20.5498866213152,"NO","MARRIED","Zachodnio-pomorskie","NO",1100,"MOSTLY SATISFIED"
"NO","FEMALE",74,"SECONDARY",85,156,34.9276791584484,"YES","MARRIED","Lubelskie","NO",1650,"MOSTLY SATISFIED"
"NO","FEMALE",65,"PRIMARY/NO EDUCATION",73,160,28.515625,"YES","MARRIED","Warminsko-mazurskie","NO",740,"MOSTLY SATISFIED"
"NO","FEMALE",31,"VOCATIONAL/GRAMMAR",60,160,23.4375,"NO","MARRIED","Pomorskie","NO",1500,"PLEASED"
"NO","FEMALE",58,"VOCATIONAL/GRAMMAR",80,168,28.3446712018141,"YES","MARRIED","Malopolskie","NO",1110,"MOSTLY SATISFIED"
"NO","FEMALE",74,"PRIMARY/NO EDUCATION",82,160,32.03125,"YES","MARRIED","Mazowieckie","NO",790,"PLEASED"
"YES","FEMALE",55,"SECONDARY",75,160,29.296875,"NO","DIVORCED","Dolnoslaskie","NO",2000,"PLEASED"
"NO","FEMALE",32,"VOCATIONAL/GRAMMAR",80,162,30.4831580551745,"YES","SINGLE","Wielkopolskie","NO",678,"MIXED"
"NO","MALE",26,"SECONDARY",85,176,27.4405991735537,"YES","MARRIED","Mazowieckie","NO",3000,"MOSTLY SATISFIED"
"YES","FEMALE",53,"VOCATIONAL/GRAMMAR",52,158,20.829995193078,"YES","MARRIED","Lubuskie","YES",5000,"PLEASED"
"YES","MALE",61,"SECONDARY",83,178,26.1961873500821,"YES","WIDOWED","Lodzkie","NO",900,"PLEASED"
"NO","FEMALE",22,"SECONDARY",54,174,17.8359096313912,"NO","SINGLE","Dolnoslaskie","YES",NA,"PLEASED"
"YES","FEMALE",28,"POST-SECONDARY OR HIGHER",63,173,21.0498179023689,"NO","SINGLE","Malopolskie","NO",3200,"DELIGHTED"
"YES","MALE",66,"VOCATIONAL/GRAMMAR",102,170,35.2941176470588,"YES","MARRIED","Wielkopolskie","NO",1300,"PLEASED"
"NO","FEMALE",55,"POST-SECONDARY OR HIGHER",58,161,22.3756799506192,"NO","MARRIED","Lubelskie","NO",1200,"MOSTLY SATISFIED"
"NO","FEMALE",74,"POST-SECONDARY OR HIGHER",62,162,23.6244474927602,"NO","MARRIED","Wielkopolskie","NO",-8,"PLEASED"
"NO","FEMALE",78,"POST-SECONDARY OR HIGHER",57,158,22.8328793462586,"NO","SINGLE","Malopolskie","NO",1600,"PLEASED"
"YES","MALE",54,"VOCATIONAL/GRAMMAR",76,176,24.5351239669421,"NO","MARRIED","Kujawsko-pomorskie","NO",150,"MIXED"
"NO","FEMALE",58,"PRIMARY/NO EDUCATION",75,176,24.2122933884298,"YES","WIDOWED","Podlaskie","NO",1111,"MOSTLY SATISFIED"
"NO","FEMALE",49,"POST-SECONDARY OR HIGHER",67,167,24.023808670085,"YES","MARRIED","Podkarpackie","NO",1800,"PLEASED"
"NO","MALE",51,"VOCATIONAL/GRAMMAR",105,188,29.7080126754187,"NO","MARRIED","Zachodnio-pomorskie","NO",NA,"PLEASED"
"NO","FEMALE",34,"SECONDARY",56,162,21.3382106386222,"YES","MARRIED","Kujawsko-pomorskie","NO",1000,"PLEASED"
"NO","FEMALE",42,"VOCATIONAL/GRAMMAR",80,160,31.25,"YES","MARRIED","Podkarpackie","NO",-8,"MOSTLY SATISFIED"
"NO","FEMALE",66,"VOCATIONAL/GRAMMAR",69,165,25.3443526170799,"YES","MARRIED","Slaskie","NO",2000,"PLEASED"
"YES","MALE",59,"SECONDARY",95,177,30.3233425899326,"YES","MARRIED","Wielkopolskie","NO",1300,"PLEASED"
"NO","FEMALE",74,"PRIMARY/NO EDUCATION",60,164,22.3081499107674,"YES","MARRIED","Malopolskie","NO",700,"MOSTLY SATISFIED"
"NO","FEMALE",52,"VOCATIONAL/GRAMMAR",65,162,24.7675659198293,"NO","DIVORCED","Lodzkie","NO",740,"MOSTLY SATISFIED"
"NO","FEMALE",71,"SECONDARY",70,163,26.346494034401,"YES","WIDOWED","Mazowieckie","NO",900,"MIXED"
"NO","FEMALE",51,"SECONDARY",64,164,23.7953599048186,"YES","MARRIED","Zachodnio-pomorskie","NO",2000,"PLEASED"
"YES","MALE",53,"PRIMARY/NO EDUCATION",80,176,25.8264462809917,"YES","MARRIED","Lodzkie","NO",-8,"MOSTLY SATISFIED"
"YES","MALE",39,"SECONDARY",92,187,26.3090165575224,"YES","MARRIED","Mazowieckie","NO",2200,"PLEASED"
"YES","MALE",41,"VOCATIONAL/GRAMMAR",80,170,27.681660899654,"NO","SINGLE","Podlaskie","NO",200,"MIXED"
"YES","FEMALE",23,"SECONDARY",55,172,18.5911303407247,"NO","SINGLE","Slaskie","YES",1500,"DELIGHTED"
"NO","MALE",55,"VOCATIONAL/GRAMMAR",90,176,29.0547520661157,"NO","MARRIED","Zachodnio-pomorskie","YES",1000,"TERRIBLE"
"NO","FEMALE",63,"SECONDARY",69,164,25.6543723973825,"NO","MARRIED","Lubuskie","NO",NA,"PLEASED"
"NO","FEMALE",81,"PRIMARY/NO EDUCATION",72,158,28.8415318058003,"YES","WIDOWED","Opolskie","NO",1200,"MIXED"
"NO","MALE",73,"VOCATIONAL/GRAMMAR",85,172,28.7317468902109,"YES","MARRIED","Wielkopolskie","NO",-8,"PLEASED"
"NO","MALE",50,"VOCATIONAL/GRAMMAR",75,177,23.9394809920521,"YES","MARRIED","Wielkopolskie","NO",-8,"MIXED"
"NO","FEMALE",55,"POST-SECONDARY OR HIGHER",60,160,23.4375,"NO","MARRIED","Slaskie","NO",-8,"PLEASED"
"YES","FEMALE",20,"SECONDARY",60,170,20.7612456747405,"YES","SINGLE","Lubelskie","YES",NA,"PLEASED"
"NO","FEMALE",65,"SECONDARY",60,164,22.3081499107674,"NO","MARRIED","Swietokrzyskie","NO",1200,"PLEASED"
"NO","MALE",65,"POST-SECONDARY OR HIGHER",70,170,24.2214532871972,"NO","MARRIED","Warminsko-mazurskie","NO",2450,"PLEASED"
"NO","MALE",18,"VOCATIONAL/GRAMMAR",79,183,23.5898354683627,"YES","SINGLE","Podlaskie","NO",NA,"PLEASED"
"NO","FEMALE",60,"SECONDARY",68,158,27.2392244832559,"YES","WIDOWED","Dolnoslaskie","NO",2800,"MOSTLY SATISFIED"
"NO","MALE",38,"POST-SECONDARY OR HIGHER",112,172,37.8583017847485,"YES","MARRIED","Mazowieckie","NO",4771,"MOSTLY SATISFIED"
"NO","FEMALE",73,"PRIMARY/NO EDUCATION",60,158,24.034609838167,"YES","WIDOWED","Dolnoslaskie","NO",1100,"MIXED"
"NO","MALE",50,"POST-SECONDARY OR HIGHER",74,176,23.8894628099174,"NO","MARRIED","Pomorskie","NO",300,"MOSTLY SATISFIED"
"NO","MALE",17,"VOCATIONAL/GRAMMAR",60,170,20.7612456747405,"NO","SINGLE","Slaskie","NO",NA,"MIXED"
"YES","MALE",36,"VOCATIONAL/GRAMMAR",90,175,29.3877551020408,"YES","MARRIED","Zachodnio-pomorskie","YES",2700,"PLEASED"
"NO","FEMALE",79,"PRIMARY/NO EDUCATION",85,158,34.0490306040699,"YES","WIDOWED","Lodzkie","NO",890,"MIXED"
"NO","FEMALE",64,"SECONDARY",100,164,37.180249851279,"YES","MARRIED","Kujawsko-pomorskie","NO",1000,"PLEASED"
"NO","FEMALE",54,"PRIMARY/NO EDUCATION",105,158,42.0605672167922,"YES","MARRIED","Pomorskie","NO",528,"TERRIBLE"
"NO","MALE",81,"SECONDARY",64,167,22.9481157445588,"NO","MARRIED","Mazowieckie","NO",2617,"PLEASED"
"NO","MALE",24,"VOCATIONAL/GRAMMAR",80,180,24.6913580246914,"NO","SINGLE","Slaskie","NO",-8,"PLEASED"
"NO","MALE",26,"POST-SECONDARY OR HIGHER",68,180,20.9876543209877,"NO","MARRIED","Pomorskie","NO",6400,"PLEASED"
"YES","FEMALE",49,"VOCATIONAL/GRAMMAR",60,158,24.034609838167,"YES","WIDOWED","Kujawsko-pomorskie","NO",620,"UNHAPPY"
"YES","FEMALE",58,"PRIMARY/NO EDUCATION",47,156,19.3129520052597,"YES","WIDOWED","Lubelskie","NO",NA,"MIXED"
"NO","FEMALE",61,"PRIMARY/NO EDUCATION",70,168,24.8015873015873,"YES","MARRIED","Malopolskie","NO",836,"PLEASED"
"NO","MALE",22,"SECONDARY",72,187,20.589665131974,"YES","SINGLE","Podkarpackie","NO",NA,"MOSTLY SATISFIED"
"YES","FEMALE",39,"PRIMARY/NO EDUCATION",100,167,35.8564308508731,"YES","MARRIED","Mazowieckie","NO",1800,"PLEASED"
"NO","FEMALE",67,"VOCATIONAL/GRAMMAR",55,168,19.4869614512472,"NO","WIDOWED","Mazowieckie","NO",800,"PLEASED"
"NO","FEMALE",69,"POST-SECONDARY OR HIGHER",65,168,23.0300453514739,"NO","MARRIED","Pomorskie","NO",-8,"DELIGHTED"
"NO","MALE",79,"PRIMARY/NO EDUCATION",80,170,27.681660899654,"YES","MARRIED","Lubelskie","NO",1000,"MIXED"
"NO","FEMALE",47,"VOCATIONAL/GRAMMAR",66,165,24.2424242424242,"YES","MARRIED","Podkarpackie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",58,"SECONDARY",68,164,25.2825698988697,"NO","MARRIED","Kujawsko-pomorskie","NO",1200,"MOSTLY DISSATISFIED"
"NO","MALE",33,"VOCATIONAL/GRAMMAR",80,190,22.1606648199446,"NO","SINGLE","Slaskie","YES",2000,"MOSTLY SATISFIED"
"YES","MALE",35,"SECONDARY",115,186,33.2408370909932,"YES","MARRIED","Lubelskie","NO",4500,"MOSTLY SATISFIED"
"NO","MALE",25,"SECONDARY",78,178,24.6181037747759,"YES","SINGLE","Podkarpackie","NO",NA,"PLEASED"
"NO","FEMALE",63,"PRIMARY/NO EDUCATION",79,164,29.3723973825104,"YES","MARRIED","Lodzkie","NO",1000,"PLEASED"
"YES","FEMALE",60,"VOCATIONAL/GRAMMAR",63,164,23.4235574063058,"YES","WIDOWED","Warminsko-mazurskie","NO",2000,"PLEASED"
"NO","FEMALE",54,"VOCATIONAL/GRAMMAR",62,150,27.5555555555556,"YES","MARRIED","Slaskie","NO",700,"MIXED"
"YES","FEMALE",30,"SECONDARY",65,167,23.3066800530675,"NO","SINGLE","Wielkopolskie","NO",1300,"MOSTLY DISSATISFIED"
"NO","FEMALE",29,"POST-SECONDARY OR HIGHER",63,165,23.1404958677686,"YES","SINGLE","Swietokrzyskie","NO",-8,"MOSTLY SATISFIED"
"NO","FEMALE",37,"POST-SECONDARY OR HIGHER",48,165,17.6308539944904,"YES","MARRIED","Kujawsko-pomorskie","NO",-8,"DELIGHTED"
"YES","FEMALE",38,"VOCATIONAL/GRAMMAR",68,170,23.5294117647059,"YES","MARRIED","Slaskie","NO",900,"MOSTLY DISSATISFIED"
"YES","FEMALE",22,"SECONDARY",62,162,23.6244474927602,"NO","SINGLE","Dolnoslaskie","YES",1400,"PLEASED"
"YES","FEMALE",19,"VOCATIONAL/GRAMMAR",63,165,23.1404958677686,"NO","SINGLE","Kujawsko-pomorskie","YES",-8,"TERRIBLE"
"YES","FEMALE",34,"SECONDARY",90,166,32.660763536072,"NO","MARRIED","Wielkopolskie","YES",1000,"MIXED"
"NO","FEMALE",64,"SECONDARY",52,158,20.829995193078,"NO","DIVORCED","Dolnoslaskie","NO",890,"MOSTLY SATISFIED"
"NO","MALE",25,"SECONDARY",98,176,31.6373966942149,"YES","SINGLE","Mazowieckie","NO",1600,"MIXED"
"NO","FEMALE",35,"POST-SECONDARY OR HIGHER",60,166,21.7738423573813,"YES","MARRIED","Wielkopolskie","NO",2200,"PLEASED"
"YES","FEMALE",62,"PRIMARY/NO EDUCATION",62,159,24.5243463470591,"YES","WIDOWED","Pomorskie","NO",800,"MOSTLY SATISFIED"
"NO","FEMALE",54,"SECONDARY",70,158,28.0403781445281,"YES","MARRIED","Lodzkie","NO",1100,"MOSTLY SATISFIED"
"NO","FEMALE",20,"VOCATIONAL/GRAMMAR",52,158,20.829995193078,"NO","SINGLE","Slaskie","NO",NA,"MOSTLY SATISFIED"
"NO","MALE",23,"SECONDARY",75,175,24.4897959183673,"YES","SINGLE","Malopolskie","NO",1900,"DELIGHTED"
"NO","MALE",69,"POST-SECONDARY OR HIGHER",85,172,28.7317468902109,"NO","MARRIED","Mazowieckie","NO",1380,"MOSTLY SATISFIED"
"NO","FEMALE",56,"SECONDARY",85,163,31.9921713274869,"NO","MARRIED","Podkarpackie","NO",1900,"PLEASED"
"YES","MALE",48,"VOCATIONAL/GRAMMAR",105,183,31.3535787870644,"NO","MARRIED","Wielkopolskie","NO",1200,"MOSTLY SATISFIED"
"NO","FEMALE",58,"VOCATIONAL/GRAMMAR",55,159,21.7554685336814,"NO","DIVORCED","Slaskie","YES",1290,"TERRIBLE"
"NO","FEMALE",51,"PRIMARY/NO EDUCATION",86,163,32.3685498136927,"YES","WIDOWED","Malopolskie","NO",630,"UNHAPPY"
"NO","FEMALE",19,"VOCATIONAL/GRAMMAR",55,177,17.5556193941715,"NO","SINGLE","Lubelskie","NO",-8,"MIXED"
"NO","FEMALE",56,"POST-SECONDARY OR HIGHER",70,160,27.34375,"YES","MARRIED","Podkarpackie","NO",1370,"PLEASED"
"NO","MALE",53,"VOCATIONAL/GRAMMAR",100,167,35.8564308508731,"YES","MARRIED","Mazowieckie","NO",1700,"PLEASED"
"NO","FEMALE",89,"PRIMARY/NO EDUCATION",58,168,20.5498866213152,"YES","WIDOWED","Malopolskie","NO",980,"MOSTLY SATISFIED"
"NO","FEMALE",22,"SECONDARY",60,158,24.034609838167,"NO","SINGLE","Malopolskie","NO",NA,"DELIGHTED"
"NO","FEMALE",33,"VOCATIONAL/GRAMMAR",NA,NA,NA,"NO","MARRIED","Wielkopolskie","NO",1320,"PLEASED"
