age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours,native,label
28, Private,131298, HS-grad,9, Never-married, Other-service, Not-in-family, Male,0,0,60, United-States,0
49, Federal-gov,195949, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
21, Private,176486, HS-grad,9, Married-spouse-absent, Exec-managerial, Other-relative, Female,0,0,60, United-States,0
23, Private,209770, HS-grad,9, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
46, Federal-gov,233555, HS-grad,9, Divorced, Adm-clerical, Unmarried, Female,0,0,40, ?,0
44, Private,95255, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
53, Private,288020, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, Japan,0
61, Private,539563, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,1
56, Self-emp-inc,32316, 12th,8, Widowed, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
29, Federal-gov,242147, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Male,0,0,45, United-States,0
35, Private,228190, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
42, Self-emp-not-inc,221172, HS-grad,9, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
22, Private,437994, Some-college,10, Never-married, Other-service, Other-relative, Male,0,0,20, United-States,0
31, Private,124569, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
44, Self-emp-inc,56651, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,7688,0,45, United-States,1
30, Private,446358, HS-grad,9, Never-married, Adm-clerical, Unmarried, Male,0,0,41, United-States,0
41, Private,23646, Masters,14, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
23, Private,166371, Some-college,10, Never-married, Tech-support, Own-child, Male,0,0,60, United-States,0
18, Private,188476, 11th,7, Never-married, Exec-managerial, Own-child, Male,0,0,20, United-States,0
37, Private,348796, Bachelors,13, Divorced, Other-service, Not-in-family, Male,0,0,40, United-States,0
19, Private,140459, 11th,7, Never-married, Craft-repair, Other-relative, Male,0,0,25, United-States,0
66, Private,350498, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,28, United-States,0
33, Private,198452, Assoc-acdm,12, Divorced, Sales, Not-in-family, Female,0,0,45, United-States,0
32, Private,396745, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,2415,48, United-States,1
20, Private,107658, Some-college,10, Never-married, Tech-support, Not-in-family, Female,0,0,10, United-States,0
37, Local-gov,269300, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, Female,0,0,27, United-States,0
37, Private,179731, HS-grad,9, Never-married, Other-service, Unmarried, Female,0,0,35, United-States,0
52, Self-emp-not-inc,34973, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,1887,60, United-States,1
45, Private,34419, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,7298,0,40, United-States,1
26, Self-emp-inc,109240, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Male,0,0,50, United-States,0
26, Private,177147, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Male,6849,0,65, United-States,0
29, Private,197932, Some-college,10, Separated, Priv-house-serv, Not-in-family, Female,0,0,30, Guatemala,0
41, Local-gov,396467, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,1
28, Self-emp-not-inc,190836, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States,1
27, Private,164170, Bachelors,13, Never-married, Tech-support, Unmarried, Female,0,0,20, Philippines,0
20, Private,117210, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Male,0,0,40, United-States,0
24, Private,456367, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
22, Private,60783, 10th,6, Never-married, Craft-repair, Own-child, Male,0,0,15, United-States,0
64, Self-emp-inc,213574, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,2635,0,10, United-States,0
43, Private,87284, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States,0
68, Private,154897, HS-grad,9, Never-married, Sales, Not-in-family, Female,0,0,30, United-States,0
23, Private,109430, HS-grad,9, Never-married, Other-service, Not-in-family, Female,0,0,40, United-States,0
21, Private,148294, HS-grad,9, Never-married, Farming-fishing, Own-child, Male,0,0,20, United-States,0
25, Private,122999, HS-grad,9, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
39, Private,165848, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States,0
50, Private,171852, Bachelors,13, Separated, Prof-specialty, Own-child, Female,0,0,40, United-States,0
39, Private,165799, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
36, Federal-gov,112847, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,0
22, Private,197387, Some-college,10, Never-married, Handlers-cleaners, Other-relative, Male,0,0,24, Mexico,0
55, Private,169611, 11th,7, Widowed, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
45, Private,188386, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,1628,45, United-States,0
24, Private,82847, HS-grad,9, Separated, Other-service, Unmarried, Female,0,0,50, Portugal,1
18, Private,201554, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Female,0,0,15, United-States,0
55, Self-emp-not-inc,76901, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,55, United-States,1
40, Private,46990, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, Female,0,1977,20, United-States,1
21, Private,455361, 9th,5, Never-married, Other-service, Unmarried, Male,0,0,35, Mexico,0
50, ?,146015, HS-grad,9, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,1
18, Private,334026, 11th,7, Never-married, Craft-repair, Own-child, Male,0,0,25, United-States,0
38, Private,314310, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,45, United-States,0
29, Private,253593, HS-grad,9, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
46, Private,149949, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
90, Private,313986, 11th,7, Never-married, Handlers-cleaners, Own-child, Male,0,0,40, United-States,0
42, ?,184018, Some-college,10, Divorced, ?, Unmarried, Male,0,0,40, United-States,0
35, Private,202027, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Male,27828,0,50, United-States,1
21, Private,156807, HS-grad,9, Never-married, Other-service, Own-child, Male,0,0,10, United-States,0
45, Local-gov,257855, 11th,7, Married-civ-spouse, Other-service, Husband, Male,0,0,50, United-States,0
36, Private,188540, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Male,0,0,40, United-States,0
24, Private,424494, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,30, United-States,0
56, Private,274111, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,45, United-States,1
47, Local-gov,162187, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Male,0,1887,40, United-States,1
62, Local-gov,113443, Masters,14, Divorced, Prof-specialty, Not-in-family, Female,10520,0,33, United-States,1
31, Private,193285, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
36, Private,114605, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,1
36, Private,192704, 12th,8, Never-married, Exec-managerial, Not-in-family, Male,4650,0,50, United-States,0
26, Private,176729, Bachelors,13, Never-married, Craft-repair, Not-in-family, Male,0,0,45, United-States,1
30, Private,175931, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,44, United-States,0
24, Private,228613, 11th,7, Never-married, Machine-op-inspct, Unmarried, Female,0,0,40, United-States,0
45, Local-gov,215862, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, Male,7688,0,45, United-States,1
71, Private,187493, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,1
27, Federal-gov,105189, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Male,4865,0,50, United-States,0
37, Private,295949, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,1628,40, United-States,0
31, Local-gov,219883, HS-grad,9, Never-married, Protective-serv, Not-in-family, Male,0,0,40, United-States,0
41, Private,223934, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, Female,0,0,38, United-States,0
18, Private,374969, 10th,6, Never-married, Transport-moving, Not-in-family, Male,0,0,56, United-States,0
36, Private,386726, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Female,0,1977,44, United-States,1
68, Private,192829, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, Female,0,0,43, United-States,0
51, Private,147200, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
46, Private,28419, Assoc-voc,11, Never-married, Transport-moving, Not-in-family, Male,0,0,50, United-States,0
34, Private,153942, Assoc-voc,11, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
32, Private,227931, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
38, Private,478346, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, Female,7688,0,40, United-States,1
41, Private,288568, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
56, Private,179625, 10th,6, Separated, Other-service, Unmarried, Female,0,0,32, United-States,0
26, Private,267431, Bachelors,13, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
32, Private,176253, Some-college,10, Divorced, Exec-managerial, Not-in-family, Male,0,0,40, United-States,0
56, Self-emp-inc,119891, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,1672,40, United-States,0
24, Private,201680, HS-grad,9, Never-married, Adm-clerical, Unmarried, Male,0,0,60, United-States,0
31, Private,201292, HS-grad,9, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States,0
33, Self-emp-not-inc,202729, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
27, Private,198346, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Female,0,0,35, United-States,0
63, Self-emp-not-inc,28612, HS-grad,9, Widowed, Sales, Not-in-family, Male,0,0,70, United-States,0
41, Private,113324, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
49, Self-emp-inc,330874, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,70, United-States,1
41, Private,182303, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States,1
21, Private,117606, Some-college,10, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
71, Private,162297, HS-grad,9, Widowed, Sales, Unmarried, Female,0,0,20, United-States,0
29, Private,189565, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Male,2174,0,50, United-States,0
32, Private,110279, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, Female,0,0,35, United-States,0
55, Local-gov,84564, Prof-school,15, Divorced, Prof-specialty, Not-in-family, Female,0,0,39, United-States,0
41, Private,174189, 9th,5, Separated, Other-service, Not-in-family, Male,0,0,40, United-States,0
42, Private,97142, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
38, Private,359001, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,42, United-States,0
23, Private,340543, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Female,0,0,38, United-States,0
30, Private,211840, Some-college,10, Separated, Sales, Unmarried, Female,0,0,16, United-States,0
23, Private,143062, HS-grad,9, Never-married, Sales, Own-child, Male,0,0,40, United-States,0
22, Private,200109, HS-grad,9, Married-civ-spouse, Priv-house-serv, Wife, Female,4508,0,40, United-States,0
33, Self-emp-not-inc,80933, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,60, United-States,0
59, Self-emp-not-inc,241297, Some-college,10, Widowed, Farming-fishing, Not-in-family, Female,6849,0,40, United-States,0
57, Self-emp-not-inc,57071, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,3137,0,40, United-States,0
21, Private,306967, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
24, Private,283092, HS-grad,9, Never-married, Adm-clerical, Other-relative, Male,0,0,40, Jamaica,0
57, Private,230899, 5th-6th,3, Separated, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,0
44, Private,172032, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
44, Private,30126, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
25, Private,41526, Bachelors,13, Never-married, Craft-repair, Own-child, Male,0,0,30, Canada,0
50, Private,137253, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
28, Local-gov,180271, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,65, United-States,1
61, ?,584259, Masters,14, Married-civ-spouse, ?, Husband, Male,0,0,2, United-States,1
47, Private,102583, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,30, United-States,1
23, Private,272185, Assoc-voc,11, Never-married, Craft-repair, Own-child, Male,0,0,33, United-States,0
22, Private,153516, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
48, Private,161187, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,2463,0,40, United-States,0
41, Local-gov,37848, HS-grad,9, Never-married, Other-service, Unmarried, Female,0,0,25, United-States,0
52, ?,115209, Prof-school,15, Married-spouse-absent, ?, Unmarried, Female,0,0,40, Vietnam,0
25, ?,218948, 7th-8th,4, Never-married, ?, Not-in-family, Female,0,0,32, Mexico,0
46, Private,369538, 10th,6, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,1
38, ?,121135, HS-grad,9, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,0
30, Private,348592, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,44, United-States,0
75, Private,104896, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,2653,0,20, United-States,0
48, Private,344415, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, Male,0,0,37, United-States,1
18, Private,156764, 11th,7, Never-married, Other-service, Own-child, Male,0,0,40, United-States,0
19, Private,184710, Some-college,10, Never-married, Tech-support, Own-child, Male,0,0,30, United-States,0
58, Private,186991, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
72, Private,177769, 10th,6, Married-civ-spouse, Sales, Husband, Male,0,0,15, United-States,0
33, Private,188661, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States,0
55, Private,106498, 10th,6, Widowed, Transport-moving, Not-in-family, Female,0,0,35, United-States,0
22, Private,408383, Some-college,10, Never-married, Transport-moving, Own-child, Male,0,0,40, United-States,0
29, Private,104256, HS-grad,9, Divorced, Sales, Not-in-family, Female,0,0,34, United-States,0
42, Private,282964, Bachelors,13, Divorced, Exec-managerial, Unmarried, Female,0,0,40, United-States,0
43, Private,172401, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
23, Private,83891, HS-grad,9, Never-married, Sales, Own-child, Male,0,0,40, United-States,0
38, Private,411797, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
53, Local-gov,283602, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Female,15024,0,40, United-States,1
43, Private,70055, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,0
27, Private,257302, Assoc-acdm,12, Married-civ-spouse, Tech-support, Wife, Female,0,0,38, United-States,0
44, Local-gov,196456, Masters,14, Never-married, Prof-specialty, Not-in-family, Female,0,1669,40, United-States,0
51, Private,192182, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,7298,0,40, United-States,1
42, Private,153160, HS-grad,9, Widowed, Other-service, Unmarried, Female,0,0,40, United-States,0
24, State-gov,184216, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
